RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
UMX,0.3846,0.0856,0.0,0.0,0.0404,0.0452,0.1727,0.1353,0.0,0.1052,0.0,0.0,0.0945,0.2263,0.0838,0.0648,0.0,0.2464,0.0,0.0,0.0,0.0,0.0397,0.0,0.0,0.0,0.0,0.0,0.0942,0.0,0.0,0.0796,0.2342,0.0,0.0884,0.0,0.0,0.0,0.0,0.0,0.4562,0.0911,0.1836,0.1408,0.0,0.0,0.0,0.0945,0.0926,0.0436,0.0,0.0436,0.0482,0.0,0.0
LPC,0.4669,0.0859,0.0,0.0,0.0,0.0,0.0,0.1249,0.0,0.0,0.0,0.0,0.0,0.0451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2327,0.0,0.6371,0.2359,0.5292,0.0,0.0,0.0,0.0,0.041,0.0,0.0514,0.0,0.2683,0.2622,0.0,0.0,0.0544,0.0451,0.0,0.0,0.0429,0.0,0.0,0.0,0.0944
SVD,0.0442,0.0433,0.0,0.0,0.0433,0.3047,0.466,0.2966,0.1672,0.086,0.0,0.0,0.0952,0.0913,0.0886,0.0,0.0,0.0,0.0471,0.0,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.1025,0.0,0.0,0.0,0.2495,0.217,0.0442,0.0,0.3412,0.0,0.0562,0.0
LRH,0.0,0.0,0.0,0.0,0.1525,0.1971,0.0,0.1637,0.0,0.0,0.0,0.0,0.0,0.1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494,0.0,0.3908,0.0,0.0904,0.0976,0.0,0.1013,0.0,0.2298,0.0533,0.2271,0.0,0.0,0.2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058,0.0,0.0494,0.0,0.0,0.0,0.0,0.0
MTJ,0.0972,0.0,0.0,0.0,0.3592,0.1128,0.0,0.1032,0.0,0.1581,0.0,0.0,0.1034,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571,0.2598,0.0512,0.0,0.0,0.0,0.0,0.2457,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1502,0.7169,0.0,0.0,0.1027,0.0,0.0,0.0,0.0
KPZ,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,0.0,0.0,0.0,0.0,0.0445,0.0,0.0,0.0,0.0497,0.0466,0.0,0.0522,0.2215,0.0,0.0458,0.1863,0.156,0.2065,0.0966,0.4146,0.0453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2692,0.0,0.0,0.0,0.178,0.0,0.0,0.1123,0.0,0.0,0.0,0.1182
YGD,0.0892,0.0416,0.0,0.0,0.0,0.0483,0.0,0.0,0.0,0.2262,0.0,0.0,0.0,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471,0.0,0.0436,0.045,0.1173,0.0861,0.1801,0.1175,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.1253,0.0,0.2329,0.1839,0.1928,0.0,0.0436,0.2937,0.0,0.0,0.0525,0.0,0.0,0.0,0.1363
VUO,0.2256,0.0,0.0,0.0406,0.0378,0.1366,0.0396,0.1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582,0.0,0.0,0.0,0.0374,0.0,0.0,0.0398,0.0579,0.1763,0.1978,0.1233,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0579,0.0,0.0456,0.1534,0.0,0.0,0.0,0.3672,0.0,0.0,0.0,0.0,0.0555,0.0,0.2746
TTE,0.6278,0.0,0.0,0.0,0.0,0.1683,0.1079,0.1011,0.0,0.509,0.0,0.3549,0.0,0.0889,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0,0.0926,0.0,0.0,0.0,0.0,0.2149,0.0,0.0432,0.0,0.0,0.2422,0.0558,0.0423
YQW,0.4622,0.0,0.0,0.0,0.0,0.0468,0.0,0.0519,0.0,0.0461,0.0,0.0,0.0498,0.6613,0.0,0.0,0.0,0.1535,0.051,0.0,0.1966,0.0,0.0,0.0,0.1589,0.047,0.1919,0.0,0.0499,0.0469,0.0485,0.2472,0.0535,0.194,0.047,0.0,0.0,0.0,0.0,0.0,0.0535,0.0,0.1912,0.0464,0.0,0.0,0.0464,0.3929,0.0,0.0,0.0464,0.0,0.0498,0.0,0.0
STR,0.3954,0.0,0.046,0.0,0.0,0.0485,0.0456,0.0511,0.0,0.4331,0.0557,0.1874,0.0,0.2477,0.2405,0.0467,0.094,0.0,0.0,0.1016,0.0518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.3067,0.0,0.2546,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.1392,0.0,0.0,0.0,0.0,0.1086,0.0511,0.0
YTJ,0.0453,0.0,0.0,0.0,0.1728,0.0456,0.0571,0.1408,0.0,0.0445,0.0,0.0,0.0453,0.1339,0.0,0.0,0.0,0.0,0.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1879,0.0,0.195,0.0,0.0,0.0,0.0,0.0441,0.0,0.3248,0.0,0.0,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1181,0.5098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JTA,0.0973,0.0,0.0,0.0,0.0,0.0,0.0,0.0586,0.0,0.1368,0.0,0.0882,0.0,0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382,0.2381,0.0994,0.4162,0.0792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0973,0.097,0.0433,0.0,0.0,0.2785,0.0,0.1277,0.3656,0.0,0.0,0.0,0.0
USG,0.2493,0.0,0.0,0.0,0.0,0.0443,0.0513,0.1555,0.0,0.2532,0.0,0.1056,0.0,0.2428,0.0,0.0,0.1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0.1082,0.0523,0.0499,0.0,0.1058,0.0499,0.0,0.0523,0.0,0.0,0.0,0.0,0.0,0.1939,0.0914,0.1918,0.0,0.0,0.2933,0.0,0.0431,0.0919,0.0,0.1028,0.0,0.1162
LUC,0.338,0.0,0.0,0.0,0.0,0.3466,0.0,0.0,0.0,0.5428,0.2561,0.1425,0.0476,0.7082,0.0,0.0,0.0,0.0935,0.0541,0.0536,0.1995,0.0,0.0,0.0,0.0961,0.0,0.0,0.0,0.1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.6541,0.0,0.0,0.0,0.0,0.0463,0.0,0.0
JVN,0.0427,0.0,0.0,0.0386,0.0518,0.0427,0.1228,0.0432,0.0,0.0,0.0,0.0,0.0,0.3812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1616,0.082,0.0811,0.0472,0.2147,0.0,0.0,0.0,0.0,0.0389,0.0386,0.0,0.0389,0.0,0.0,0.0,0.0,0.0,0.0386,0.0,0.0,0.0472,0.0,0.0,0.0,0.353,0.0401,0.0,0.0401,0.0839,0.0,0.0,0.0
JPS,0.2745,0.1223,0.0,0.0,0.0868,0.1995,0.4194,0.2081,0.0331,0.0868,0.0,0.0411,0.276,0.2381,0.1337,0.0,0.0,0.0411,0.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0493,0.0,0.1998,0.0,0.0,0.0,0.0,0.0493,0.0355,0.0,0.0,0.0342,0.0,0.0,0.0,0.0,0.0,0.2383,0.0,0.0,0.0,0.3178,0.2282,0.126,0.0764,0.3183,0.0362,0.0,0.0
OVF,0.2438,0.0,0.0,0.0,0.0,0.1463,0.1494,0.1936,0.0508,0.4478,0.0,0.104,0.1036,0.599,0.0508,0.0,0.0508,0.0,0.1564,0.0471,0.1075,0.0465,0.0,0.0,0.0,0.0,0.0588,0.0491,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1027,0.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577,0.1023,0.0,0.0,0.0,0.0,0.0,0.0
LXZ,0.1131,0.0,0.0,0.0,0.0458,0.0458,0.0,0.049,0.0,0.2043,0.0,0.0,0.2438,0.1446,0.0,0.0,0.0431,0.0,0.0498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527,0.1877,0.2512,0.0,0.0429,0.0,0.0,0.202,0.0562,0.0458,0.0,0.0918,0.0491,0.0,0.0,0.0,0.0562,0.0431,0.0,0.0,0.0858,0.5749,0.0,0.0507,0.046,0.0,0.0,0.0,0.0
PXT,0.2329,0.0,0.0,0.0,0.0,0.051,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.8537,0.0549,0.0,0.0,0.1381,0.0,0.0,0.3878,0.0,0.0443,0.0501,0.0444,0.2245,0.048,0.0,0.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445,0.0,0.1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4604,0.0,0.0461,0.0,0.0,0.0942,0.0,0.0
JWQ,0.4422,0.0,0.0,0.0,0.0,0.1056,0.1875,0.0979,0.0,0.0444,0.0,0.0,0.045,0.2869,0.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0994,0.0,0.1488,0.0,0.0,0.0454,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485,0.243,0.0441,0.0468,0.0441,0.199,0.0,0.0,0.0
YWZ,0.298,0.0,0.046,0.0471,0.0,0.095,0.0,0.0,0.0,0.1402,0.0,0.0,0.0,0.4012,0.2538,0.0,0.0,0.1964,0.0536,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0467,0.0,0.0,0.0,0.2586,0.05,0.2959,0.0,0.1052,0.0,0.0,0.0,0.21,0.0,0.0585,0.0,0.0,0.0,0.0,0.0938,0.0,0.0,0.0,0.0,0.0,0.0523,0.0
JLG,0.4469,0.0484,0.0,0.0556,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.1332,0.0,0.0,0.2231,0.0423,0.4429,0.2003,0.6033,0.0423,0.0,0.0,0.0,0.0455,0.0,0.0423,0.0,0.215,0.3394,0.0,0.0,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.1599
QFO,0.6414,0.0468,0.0461,0.0995,0.0,0.0,0.0,0.0935,0.0,0.2121,0.0,0.0,0.0,0.1949,0.1068,0.0,0.0995,0.0,0.0,0.0,0.2437,0.046,0.0,0.0,0.0,0.0,0.046,0.0,0.2874,0.0,0.0,0.0525,0.0,0.0,0.0954,0.0,0.0601,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1995,0.0,0.0525,0.0,0.0,0.0,0.0,0.0
ITH,0.6266,0.0,0.0,0.0,0.0,0.2124,0.148,0.0,0.0,0.2057,0.0,0.1071,0.0,0.4328,0.1437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2216,0.1022,0.0573,0.0938,0.0,0.0,0.0461,0.0,0.0,0.0,0.0437,0.0,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0873,0.0501,0.0,0.0,0.0,0.1613,0.0479,0.046,0.0,0.0494,0.0925,0.0,0.0
PRY,0.2426,0.0,0.0,0.0,0.0541,0.0,0.0,0.096,0.0,0.2824,0.094,0.0516,0.1022,0.4014,0.0,0.0,0.0,0.0,0.0,0.0,0.0973,0.0,0.0,0.0,0.0517,0.0465,0.0548,0.0476,0.0942,0.0,0.0,0.0,0.0,0.0,0.0516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004,0.0516,0.0,0.4527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUQ,0.1997,0.0,0.0,0.0,0.0,0.2553,0.0,0.1493,0.0,0.4976,0.0504,0.1076,0.104,0.3898,0.0,0.0,0.0964,0.048,0.1995,0.048,0.0,0.0,0.0,0.0,0.0572,0.0,0.0474,0.0,0.0463,0.0,0.0,0.0561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578,0.0,0.1076,0.553,0.0,0.0,0.0491,0.0,0.1019,0.0,0.0
JMX,0.1837,0.0,0.0,0.0,0.0,0.0913,0.0,0.0466,0.0,0.1807,0.0,0.0885,0.0541,0.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447,0.3236,0.0432,0.2205,0.0,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0884,0.048,0.1021,0.0,0.0,0.2443,0.0,0.0,0.3268,0.0566,0.0,0.0,0.0
EMK,0.3621,0.0,0.0,0.154,0.0,0.0515,0.0,0.0481,0.0,0.0,0.0,0.0,0.0474,0.3666,0.0,0.0,0.0,0.2679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474,0.0474,0.0474,0.0,0.0,0.094,0.0493,0.1443,0.0,0.0,0.0,0.0,0.0,0.0515,0.4639,0.0977,0.0,0.0,0.0,0.0535,0.0,0.1957,0.0,0.0,0.0,0.0,0.0512,0.0,0.0
INK,0.3378,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.1982,0.0,0.2072,0.0,0.0378,0.1986,0.0,0.0771,0.0,0.0,0.0,0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992,0.0,0.3214,0.0393,0.0,0.0,0.0,0.0,0.0393,0.0,0.0,0.0,0.0,0.0927,0.0,0.0,0.0,0.0,0.0,0.0381,0.0
WCH,0.0,0.0,0.0,0.0,0.0,0.109,0.0453,0.0,0.0,0.2074,0.0,0.0597,0.0597,0.8262,0.0,0.0,0.096,0.0972,0.1907,0.0,0.1476,0.1186,0.0,0.0,0.0974,0.0488,0.2846,0.0,0.0,0.0,0.0,0.0521,0.0,0.1526,0.0454,0.0,0.0,0.0,0.1153,0.0,0.0,0.0,0.0,0.0974,0.0,0.0,0.0469,0.5219,0.0,0.046,0.0,0.0,0.0,0.0,0.0
TOY,0.7299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0398,0.0,0.5462,0.0,0.0,0.0,0.0886,0.0,0.0,0.4542,0.0,0.0808,0.4145,0.0797,0.0398,0.0,0.0,0.1153,0.0,0.0,0.0,0.0,0.0398,0.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBS,0.1675,0.0,0.0,0.0,0.0445,0.2278,0.0449,0.3027,0.0,0.2519,0.0,0.0474,0.0,0.2037,0.0,0.0,0.0,0.0,0.0918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1513,0.0468,0.0499,0.1049,0.0503,0.1049,0.0,0.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.2102,0.1049,0.0449,0.0499,0.0,0.1907,0.0,0.0,0.0912,0.0438,0.0515,0.0,0.0
VRJ,0.2626,0.0,0.0,0.0,0.0,0.0871,0.1755,0.2795,0.0,0.3629,0.0,0.1467,0.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1862,0.0,0.0,0.0566,0.0,0.0864,0.0,0.0,0.1581,0.0911,0.0,0.0,0.0
GLM,0.1869,0.0746,0.0,0.0,0.1121,0.1234,0.1143,0.3716,0.0391,0.1863,0.0,0.0374,0.12,0.0752,0.0371,0.0,0.0,0.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3791,0.0426,0.211,0.0,0.0,0.0814,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0377,0.0531,0.0,0.0814,0.2676,0.0377,0.0377,0.4256,0.1626,0.0429,0.0,0.0
ETS,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0,0.1248,0.0,0.0,0.0411,0.0884,0.1235,0.0,0.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666,0.0,0.4743,0.0853,0.6052,0.0,0.0,0.0,0.2277,0.0,0.0411,0.0,0.0,0.0413,0.0,0.1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YTH,0.5544,0.0,0.0,0.0,0.0,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9178,0.0556,0.0,0.0,0.0842,0.0398,0.0,0.3998,0.0409,0.0812,0.0403,0.1748,0.0564,0.1421,0.0,0.0,0.0,0.0,0.0498,0.0,0.2013,0.0564,0.0,0.0,0.0409,0.1888,0.0798,0.0,0.0,0.0,0.0403,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSX,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2322,0.0,0.0986,0.0326,0.1205,0.1725,0.0,0.0693,0.0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1177,0.4617,0.0,0.4365,0.0326,0.3559,0.0,0.0,0.0,0.5149,0.0,0.1502,0.0,0.0,0.0,0.0,0.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLS,0.1973,0.0,0.0,0.0,0.0,0.1468,0.0,0.1181,0.0,0.0527,0.0,0.0,0.0,0.1076,0.0,0.0,0.0432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0903,0.214,0.0,0.0724,0.0914,0.1634,0.2393,0.0441,0.0,0.0,0.0,0.0,0.0,0.0713,0.0,0.148,0.0473,0.0,0.0,0.0,0.2435,0.0,0.0,0.0991,0.0,0.0,0.0,0.0423
CYI,0.088,0.0,0.0,0.0,0.1719,0.131,0.0,0.0435,0.0,0.2844,0.0,0.12,0.0,0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179,0.3074,0.0,0.0,0.0,0.0,0.1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0449,0.0,0.14,0.5627,0.0,0.0499,0.0476,0.0,0.0,0.0,0.0
VGG,0.435,0.0,0.0,0.0,0.0,0.0413,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064,0.2554,0.1534,0.0475,0.0,0.0,0.0,0.0,0.0,0.0509,0.0475,0.0,0.0509,0.0,0.0,0.0,0.0,0.0,0.0592,0.0,0.1363,0.1035,0.0,0.0,0.0,0.113,0.0,0.0,0.0502,0.0,0.0475,0.0,0.05
STM,0.0586,0.0,0.0,0.0,0.0934,0.066,0.0,0.142,0.0,0.3206,0.0,0.0,0.0,0.1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.4544,0.2451,0.0,0.0459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0944,0.0485,0.0,0.0459,0.731,0.0,0.0,0.0,0.0,0.0459,0.0,0.0
PSA,0.1874,0.0,0.0,0.0,0.0,0.2038,0.1029,0.3373,0.1533,0.1397,0.0,0.0,0.0,0.0465,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0471,0.0,0.0,0.0,0.0515,0.0,0.0,0.3074,0.0,0.0,0.0,0.0,0.0,0.0,0.0485,0.0,0.0485,0.0,0.0,0.0,0.0,0.0465,0.0476,0.0,0.0458,0.0,0.2425,0.0,0.0,0.0,0.2679,0.0,0.0942,0.0
XAY,0.1034,0.0,0.0,0.0,0.0921,0.0438,0.0,0.0,0.0,0.2423,0.0,0.0,0.0958,0.0434,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0723,0.0884,0.1787,0.0444,0.0,0.0,0.0879,0.3067,0.0,0.0888,0.0,0.0,0.0,0.0,0.1792,0.0452,0.0461,0.0,0.0,0.0,0.0891,0.4662,0.0,0.0517,0.0,0.0,0.0,0.0,0.0
XOD,0.0927,0.0,0.0,0.0,0.0,0.0553,0.0553,0.5339,0.0,0.1402,0.047,0.0477,0.0,0.047,0.0,0.0,0.0,0.047,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456,0.0,0.0477,0.0,0.0,0.0,0.0,0.0,0.1058,0.0,0.2755,0.4506,0.1858,0.1457,0.0,0.0,0.0,0.0,0.0,0.1025,0.0506
