gnn_pc1,gnn_pc2,fp_pc1,fp_pc2,label_pc1,label_pc2,floral,muguet,lavender,jasmin,meaty,savory,beefy,roasted,alcoholic,cognac,fermented,winey
0.5914234,8.92373,-1.6092247,1.3380715,1.3955419170221144,1.929768860049789,False,False,False,False,False,False,False,True,False,False,False,False
-4.5280695,-2.1129558,-5.0557094,-1.9712715,-1.336472327584777,0.0072997082175408,False,False,False,False,False,False,False,False,False,False,False,False
-12.918896,-2.5959904,-3.4445345,-2.5941827,-1.185902576263142,2.523063592075727,True,False,False,False,False,False,False,False,False,False,False,False
-0.15744828,-4.872628,2.9301786,-1.6327013,1.2504531048716525,-0.4603048043091697,False,False,False,False,False,False,False,False,False,False,False,False
-9.291262,1.4394474,-1.8527589,2.686734,-1.4665715620093212,-0.2847689609385997,True,False,False,False,False,False,False,False,False,False,False,False
-0.11051725,-8.219205,3.6723714,-3.0384195,-2.802164967573568,-1.291914604143768,True,False,False,False,False,False,False,False,False,False,False,False
-5.204407,-5.054236,3.7060735,1.443738,-0.8901024747683832,-0.2523516283794941,False,False,False,False,False,False,False,False,False,False,False,False
11.22008,0.7436993,2.4456131,0.2590752,1.8294642641340944,-3.044014546512144,False,False,False,False,False,False,False,False,False,False,False,False
6.1103816,-1.5808673,-0.67147774,-0.5860686,-0.5365277548024161,-1.026406567106947,False,False,False,False,False,False,False,False,False,False,False,False
3.181446,9.480666,-1.328025,1.4180192,0.3047934155215395,0.0416094121146691,False,False,False,False,False,False,False,False,False,False,False,False
-0.45467168,-2.560688,7.2029495,-4.346875,2.754221437124691,-0.0837883572214933,False,False,False,False,True,False,False,True,False,False,False,False
6.20439,-1.6752646,1.2900453,-0.8087707,-0.2324972085213094,-0.4986525993944233,False,False,False,False,False,False,False,False,False,False,False,False
-4.6020913,11.407735,-2.3973389,5.6466537,0.2414834919234752,5.35584574492242,False,False,False,False,False,False,False,False,False,False,False,False
8.712095,5.1299777,0.49874142,0.34132233,0.3547933202743954,0.5189694101631209,False,False,False,False,False,False,False,False,False,False,False,False
-2.2528925,-8.498823,1.6458106,-0.48849007,-2.2487545752049773,0.283172429106058,False,False,False,False,False,False,False,False,False,False,False,False
5.42493,-4.5447187,3.7971985,-2.711955,0.8329324866827579,0.4879956952909119,False,False,False,False,False,False,False,False,False,False,False,False
10.92325,2.1517563,1.1547632,-0.27391955,3.490026069893071,-2.109000551443394,False,False,False,False,False,False,False,False,False,False,False,False
-7.250783,9.412294,-2.0618231,5.793123,-0.184586842189834,1.1425973809497012,False,False,False,False,False,False,False,False,False,False,False,False
0.87435174,-6.2734823,2.7085927,-1.5483496,-1.4636946058098388,-1.3321910012383251,False,False,False,False,False,False,False,False,False,False,False,False
6.8758774,-6.122451,3.274929,0.3916757,-0.8843638540177176,-2.5384214323293537,False,False,False,False,False,False,False,False,False,False,False,False
-4.1114306,-3.887174,-0.67051226,-4.157741,-0.1350253563121426,0.2900100026484721,False,False,False,True,False,False,False,False,False,False,False,False
11.317426,-0.04117859,2.8287787,-1.0197687,0.3028473278913481,-0.0893465122488229,False,False,False,False,False,False,False,False,False,False,False,False
5.774629,-8.458737,8.934361,-0.78600836,-1.0411420740966542,-2.572537856283867,False,False,False,False,False,False,False,False,False,False,False,False
2.2029839,7.14829,-4.110632,-0.50824165,0.8019671414568388,2.75743800228257,False,False,False,False,False,False,False,False,False,False,False,False
-5.459342,3.1238983,-0.54604447,5.3584695,-0.6268032699005595,-0.962088094984222,False,False,False,False,False,False,False,False,False,False,False,False
0.28885365,-3.5902777,-0.6994536,-6.135596,0.2617416900106845,-0.5534884229578142,False,False,False,False,False,False,False,False,False,False,False,False
1.2714547,-3.7825835,2.0023124,-0.25470752,0.3499987936395556,0.0128040934046511,False,False,False,False,False,False,False,False,False,False,False,False
2.5386858,-2.725909,0.92298824,-0.64405435,0.3499987936395556,0.0128040934046511,False,False,False,False,False,False,False,False,False,False,False,False
-7.9264517,1.4902061,-1.8107586,3.2535746,-0.8127568712765937,0.5716556882131885,False,False,False,False,False,False,False,False,False,False,False,False
9.083927,-5.0309463,2.5997095,-1.8549651,-1.476123767394642,-2.137525468339595,False,False,False,False,False,False,False,False,False,False,False,False
1.4001917,-3.1567104,-1.4032043,-1.2910486,-1.2050780215078027,0.3823118542123798,True,False,False,False,False,False,False,False,False,False,False,False
-2.2322874,4.2143474,-0.22504508,3.8756196,0.1195804898689173,1.0149479856138908,False,False,False,False,False,False,False,False,False,False,False,False
6.9665627,5.0152593,-1.249488,-0.16087864,1.9160777994818377,0.099085890948962,False,False,False,False,False,False,False,False,False,False,False,False
-7.6412416,2.6154165,-6.5337014,-2.1775806,-1.4171512888958802,2.1058695079027268,False,False,False,False,False,False,False,False,False,False,False,False
-7.9100275,-1.4809713,-7.781093,-3.7257721,-0.2384857905855092,1.873877844211213,False,False,False,False,False,False,False,False,False,False,False,False
7.554784,-4.3718877,4.672904,-1.4592915,-0.3634738703155868,-0.0844337401460669,False,False,False,False,False,False,False,False,False,False,False,False
-7.8856316,9.863663,-1.7822145,6.703042,0.1931896537762632,2.34653669233154,False,False,False,False,False,False,False,False,False,False,False,False
3.461754,10.200642,-1.495274,1.7867388,9.048887677182156,1.9679260509251124,False,False,False,False,True,False,False,True,False,False,False,False
0.11639803,-2.9665558,7.0563464,-3.3065877,-0.1202149991392514,-0.5382103422530814,False,False,False,False,False,False,False,False,False,False,False,False
-5.3270063,-3.7252614,-2.5978444,-2.1936991,-2.5069262169967814,-1.741602312386861,True,False,False,False,False,False,False,False,False,False,False,False
-7.288777,0.930993,1.6263106,7.434124,-1.4926530980343429,-0.1165422441635951,True,False,False,False,False,False,False,False,False,False,False,False
4.706189,-7.108168,8.888031,-1.2219665,-2.178377456620085,-4.371617290328842,False,False,False,False,False,False,False,False,False,False,False,False
-8.653812,3.9282854,0.8260052,7.332303,-0.9551176436984332,1.5767307393852736,True,False,False,False,False,False,False,False,False,False,False,False
-2.6866734,-3.3097382,10.60034,-4.6849427,-0.1202149991392514,-0.5382103422530814,False,False,False,False,False,False,False,False,False,False,False,False
6.8550396,-8.5560875,4.2918077,-1.1863234,-1.2148273775449625,-3.628694028489112,False,False,False,False,False,False,False,False,False,False,False,False
-7.9786835,7.0629544,-4.2749414,3.6578324,0.1307955825224802,2.3323125854390203,False,False,False,False,False,False,False,False,False,False,False,False
7.854617,-3.9396896,3.9860435,-0.11934065,-1.6953284185408886,-4.596482323044311,False,False,False,False,False,False,False,False,False,False,False,False
-5.2007375,-6.7025433,5.48912,-0.9359638,-0.7232119309189905,0.0664650291025288,True,False,False,True,False,False,False,False,False,False,False,False
3.0898194,-7.4516034,6.9780493,-2.0921345,-1.430979100463888,-2.226743859811238,False,False,False,False,False,False,False,False,False,False,False,True
-5.342254,7.472521,-2.6091418,3.8553023,0.3964706208147644,4.74046900847211,False,False,False,False,False,False,False,False,False,False,False,False
3.1656196,-5.696482,7.2568603,-2.891751,-0.810607321545396,-1.7953994200799244,False,False,False,False,False,False,False,False,False,False,False,True
-2.897007,-4.70222,0.07606146,0.50512505,-1.017122951699068,0.4278759444868127,False,False,False,False,False,False,False,False,False,False,False,False
7.721605,-3.079657,1.8504854,-1.0670192,0.4948752481484841,-2.500583195406388,False,False,False,False,False,False,False,False,False,False,True,False
-6.6839204,4.863901,4.134651,1.5485964,-0.2517883876790033,1.2151842532969552,True,False,False,False,False,False,False,False,False,False,False,False
3.2704906,4.459976,-0.18980636,-0.17951097,0.154604941788969,2.1262739988217767,False,False,False,False,False,False,False,False,False,False,False,False
6.4037137,0.28401685,1.2836846,-0.25716656,4.426835245963153,-2.221237982684706,True,False,False,False,True,True,False,False,False,False,False,False
3.6349125,-6.6040993,3.243276,-2.8480465,-1.821849731320014,0.4792219021406455,False,False,False,False,False,False,False,False,False,False,False,False
1.3918102,-10.110936,4.569819,-3.808581,-0.7096820076045648,-0.5466535001022006,False,False,False,False,False,False,False,False,False,False,False,False
1.3213573,-1.4060508,5.917746,-2.2361853,-1.2547526508042557,-1.463813716078875,False,False,False,False,False,False,False,False,False,False,False,False
8.493395,6.816634,-4.385409,-2.8190382,4.209659327729399,0.1202223802830193,False,False,False,False,True,False,False,True,False,False,False,False
4.2301903,-5.256859,1.3361437,-0.679071,-1.34018533043956,-3.2249189969340044,False,False,False,False,False,False,False,False,False,False,False,False
-1.8151019,-4.4360137,-0.99873257,-5.1842175,-1.0135997362390876,-1.0297808412285605,True,False,False,True,False,False,False,False,False,False,False,False
4.8739204,-1.0981762,1.3176873,-2.008219,-0.3259876210750748,0.7064119711309186,False,False,False,False,False,False,False,False,False,False,False,False
9.73729,8.904231,-1.9369274,1.6478794,7.1567075008153305,-0.5214342385812052,False,False,False,False,True,True,False,True,False,False,False,False
-5.670684,-2.7652388,-8.338766,-4.3130236,0.082539744999534,1.061445692270727,False,False,False,False,False,False,False,False,False,False,False,False
4.5181108,-0.59440607,0.9120795,-0.33156207,-0.2991539905124738,-0.9946641089475112,False,False,False,False,False,False,False,False,False,False,False,False
6.1378407,-6.186611,5.462143,-0.51826525,-1.5702981748642773,-3.602353329531541,False,False,False,False,False,False,False,False,False,False,False,False
-10.315235,0.7782764,-4.117019,6.501923,-0.6847323323106544,1.8056623277940191,True,False,False,False,False,False,False,False,False,False,False,False
5.402958,-1.9207505,1.7356046,-0.3990894,-0.5030010329471107,-1.5418871667558318,False,False,False,False,False,False,False,False,False,False,False,False
-8.616165,4.642081,-1.2537353,2.4973056,0.4930938163686759,0.8209225363686485,False,False,False,False,False,False,False,False,False,False,False,False
11.48637,1.3069285,0.36665475,-0.36627066,2.650843408237444,-1.1698240679048248,False,False,False,False,True,False,False,False,False,False,False,False
4.3348403,6.434961,-1.6812247,-0.7595887,3.5681365146530424,-0.9811119582827276,False,False,False,False,False,True,False,False,False,False,False,False
8.811907,5.789459,-2.1806011,0.73827565,2.819645199983737,-0.4026432879378411,False,False,False,False,False,False,False,True,False,False,False,False
4.214604,-2.2808516,3.4305642,-0.82121444,0.3547933202743954,0.5189694101631209,False,False,False,False,False,False,False,False,False,False,False,False
0.3399973,-6.872425,5.770411,-4.335186,-0.6991378589955369,-1.6432255320992435,False,False,False,False,False,False,False,False,False,False,False,False
4.872267,-4.4958677,4.3078604,-0.094560035,-0.6436321592198829,-1.4157929324093512,False,False,False,False,False,False,False,False,False,False,False,True
0.98390436,-7.2591963,3.3765264,-0.9826707,0.1519902855864436,-0.4534159215790645,False,False,False,False,False,False,False,False,False,False,False,False
6.7833285,-3.2507837,3.6064944,-0.10767014,-0.5703623402795087,-2.993475431322557,False,False,False,False,False,False,False,False,False,False,True,False
4.6954594,3.5245156,3.7173746,-1.0857965,0.3547933202743954,0.5189694101631209,False,False,False,False,False,False,False,False,False,False,False,False
-5.019269,-4.4106574,2.101137,-0.03086454,-0.0691454339786176,-0.5574713831823558,False,False,False,False,False,False,False,False,False,False,False,False
-7.780492,-3.6491754,-2.4002264,-2.4655044,-0.9920229823279796,1.7384550722273162,True,False,False,False,False,False,False,False,False,False,False,False
-1.9538573,-0.7346351,-3.52369,-2.4574163,-1.5279273880926338,2.365775827624911,False,False,False,False,False,False,False,False,False,False,False,False
-8.586457,-1.7852346,1.1869227,5.1076584,-1.4554732941517032,0.5448471234343389,True,False,False,True,False,False,False,False,False,False,False,False
10.287437,-1.4064653,0.7881612,-0.34246972,0.9690229035728792,-2.101269078251498,False,False,False,False,False,False,False,False,False,False,False,False
8.390713,-1.4750984,1.3885189,-0.49973476,0.3915312530198206,-2.565368395221861,False,False,False,False,False,False,False,False,True,True,False,False
0.64678586,-7.863282,4.57811,-3.1610558,-0.2372551646595758,-0.6319992907003146,False,False,False,False,False,False,False,False,False,False,False,False
4.5489283,6.3191605,-2.0228853,0.9071356,4.559079575479842,0.1206192404740263,False,False,False,False,True,False,False,True,False,False,False,False
-3.9749787,2.0878043,-4.222091,-1.8311473,0.1440126431526576,0.8381030646409924,False,False,False,False,False,False,False,False,False,False,False,False
2.1669343,-6.2553906,4.39989,-4.633732,-0.3606713491599855,-1.7405152125557342,False,False,False,False,False,False,False,False,False,False,False,False
0.7746571,-0.95365554,8.968828,-4.166437,0.1112196611266844,-0.105321706746557,False,False,False,False,False,False,False,False,False,False,False,False
-0.88652915,2.31643,-4.8127794,-2.3541684,1.521771444210928,0.421679797182351,False,False,False,False,False,False,False,True,False,False,False,False
-0.7325398,-0.7263777,-0.18932419,-0.5183294,-0.5879924431033805,1.6764230192438547,False,False,False,False,False,False,False,False,False,False,False,False
-7.7139616,-2.666629,-4.2512836,-1.6125237,-0.5376913556440891,2.96911147836375,False,False,False,False,False,False,False,False,False,False,False,False
2.9664671,-2.7641823,2.8439965,-1.742912,-0.5274770375086049,-0.3170134625939155,True,False,False,False,False,False,False,False,False,False,False,False
-6.6478395,9.66663,-2.2396982,2.552594,-1.157131067502306,2.58312891662584,False,False,False,False,False,False,False,False,False,False,False,False
8.169603,8.423099,-2.392597,-0.8021212,2.709889799430324,0.1032085066382705,False,False,False,False,False,False,False,True,False,False,False,False
-7.205748,7.525286,-0.48141727,5.053554,-0.5830757510108883,2.642410780019977,False,False,False,False,False,False,False,False,False,False,False,False
-7.174354,6.1721697,0.4139123,10.168028,-1.5901907433953228,-0.5741885493946928,True,False,False,False,False,False,False,False,False,False,False,False
-10.593465,-3.7682989,-4.8977585,-2.376477,-1.7062343868521863,3.569414427449256,True,False,False,False,False,False,False,False,False,False,False,False
-8.346866,-1.5001227,-2.9541824,-1.1769999,-0.3679189054610055,0.792929019774157,False,False,False,False,False,False,False,False,False,False,False,False
-3.4001622,-6.80987,2.3169515,-0.13983402,-3.177359062208407,-3.286877042625613,False,False,False,False,False,False,False,False,False,False,False,False
4.6321125,-7.760199,8.683634,-3.6321368,-0.6233691720760122,-1.1540484765479444,False,False,False,False,False,False,False,False,False,False,False,False
9.808035,3.9533827,-0.38839042,0.28356272,7.2735662305510145,-1.0737628557934469,False,False,False,False,False,True,False,False,False,False,False,False
1.2453834,-3.0743783,11.17168,-2.261597,-0.2724778775871896,-0.5951373713768239,False,False,False,False,False,False,False,False,False,False,False,False
-3.9964907,-2.6078417,7.2089767,6.829882,-3.010792885581505,-2.2064436908514216,True,False,False,False,False,False,False,False,False,False,False,False
7.969429,5.3849764,-2.448818,-2.4769332,1.721413625527796,-0.2004463791034924,False,False,False,False,False,False,False,False,False,False,False,False
12.262182,3.4118202,-0.06482007,0.10783137,1.9620307661783944,-0.2723117565812551,False,False,False,False,False,False,False,False,False,False,False,False
5.031403,8.380647,-2.761815,-1.3402237,3.172509744974378,0.8144655290096304,False,False,False,False,False,False,False,True,False,False,False,False
1.7446166,-9.161983,2.9599504,-1.8868295,-1.7558612458228289,-1.106801009357566,True,False,False,False,False,False,False,False,False,False,False,False
10.913819,2.4393458,1.8482656,0.40597025,0.9708293561237727,-0.8474433396295324,False,False,False,False,True,False,False,False,False,False,False,False
3.613436,-0.36833885,0.6587828,0.12765887,-0.1022348016121101,-1.287554590060339,False,False,False,False,False,False,False,False,False,False,False,False
-4.0006976,0.9582567,-2.3563943,-1.3237555,-1.2787273123833212,2.5111144949158684,False,False,False,False,False,False,False,False,False,False,False,False
5.42493,-4.5447187,3.7971985,-2.711955,0.2720063609415223,-0.3348012751451589,False,False,False,False,False,False,False,False,False,False,False,False
-7.2098055,6.852677,-1.0346575,6.08768,-0.7139854468410639,2.6407782624573914,False,False,False,False,False,False,False,False,False,False,False,False
7.4602857,5.3545513,0.3524423,-0.7244416,0.3547933202743954,0.5189694101631209,False,False,False,False,False,False,False,False,False,False,False,False
-3.395897,-7.817096,4.3734775,1.4827018,-1.2303581005564803,-0.5746848485051662,True,False,False,False,False,False,False,False,False,False,False,False
0.6101588,-2.5088565,1.4435588,0.06338793,0.6575330359807438,-0.7726851488557879,False,False,False,False,False,False,False,False,False,False,False,False
-9.2082,0.3648825,-5.107754,-1.1264358,-0.5709865189868424,1.36501064621972,False,False,False,False,False,False,False,False,False,False,False,False
7.6014185,-5.5722075,4.767362,-0.44337928,-0.9015368189491546,-2.484094205447966,False,False,False,False,False,False,False,False,False,False,False,False
5.9355445,-5.7022634,0.7221837,-0.25473052,-0.8788672048759669,-2.907886170870848,False,False,False,False,False,False,False,False,False,False,False,False
6.912061,-0.332661,-0.23312248,-0.19542663,0.4298178837418264,-1.5194260485249167,False,False,False,False,False,False,False,False,False,False,True,False
-4.9942727,-6.8112283,0.24954374,-0.026191644,-0.510081220781512,1.7591756328132369,False,False,False,False,False,False,False,False,False,False,False,False
-3.2140753,-0.74607253,1.5029365,4.5547338,-0.3536851046314931,0.8216465322626658,False,False,False,False,False,False,False,False,False,False,False,False
2.82337,-6.126452,9.191488,-1.6437747,-0.4364194459989921,-1.0972041773202066,False,False,False,False,False,False,False,False,False,False,False,False
5.52311,3.278048,1.0282354,-0.55952257,-0.3692113181311776,0.5261545635548195,False,False,False,False,False,False,False,False,False,False,False,False
